ts,equity_eur
2024-01-03T21:00:00Z,5000.0
2024-01-04T21:00:00Z,5000.0
2024-01-05T21:00:00Z,5000.0
2024-01-08T21:00:00Z,5000.0
2024-01-09T21:00:00Z,5000.0
2024-01-10T21:00:00Z,5000.0
2024-01-11T21:00:00Z,5000.0
2024-01-12T21:00:00Z,5000.0
2024-01-16T21:00:00Z,5000.0
2024-01-17T21:00:00Z,5000.0
2024-01-18T21:00:00Z,5000.0
2024-01-19T21:00:00Z,5000.0
2024-01-22T21:00:00Z,5000.0
2024-01-23T21:00:00Z,5000.0
2024-01-24T21:00:00Z,5000.0
2024-01-25T21:00:00Z,5000.0
2024-01-26T21:00:00Z,5000.0
2024-01-29T21:00:00Z,5000.0
2024-01-30T21:00:00Z,5000.0
2024-01-31T21:00:00Z,5000.0
2024-02-01T21:00:00Z,5000.0
2024-02-02T21:00:00Z,5000.0
2024-02-05T21:00:00Z,5000.0
2024-02-06T21:00:00Z,5000.0
2024-02-07T21:00:00Z,5000.0
2024-02-08T21:00:00Z,5000.0
2024-02-09T21:00:00Z,5000.0
2024-02-12T21:00:00Z,5000.0
2024-02-13T21:00:00Z,5000.0
2024-02-14T21:00:00Z,5000.0
2024-02-15T21:00:00Z,5000.0
2024-02-16T21:00:00Z,5000.0
2024-02-20T21:00:00Z,5000.0
2024-02-21T21:00:00Z,5000.0
2024-02-22T21:00:00Z,5000.0
2024-02-23T21:00:00Z,5000.0
2024-02-26T21:00:00Z,5000.0
2024-02-27T21:00:00Z,5000.0
2024-02-28T21:00:00Z,5000.0
2024-02-29T21:00:00Z,5000.0
